City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Izumo,JP,2021-01-10 03:44:26,35.3667,132.7667,33.8,86,75,18.41
281,Comodoro Rivadavia,AR,2021-01-10 03:48:27,-45.8667,-67.5,62.6,42,0,20.71
282,Sint-Pieters-Leeuw,BE,2021-01-10 03:48:27,50.7896,4.2475,30.99,96,7,2.04
283,Vestmannaeyjar,IS,2021-01-10 03:48:27,63.4427,-20.2734,28.81,89,15,3.8
284,Owando,CG,2021-01-10 03:45:16,-0.4819,15.8999,70.59,86,21,2.53
285,Santa Cruz,BO,2021-01-10 03:48:28,-17.8,-63.1667,78.8,78,40,6.91
286,Kawhia,NZ,2021-01-10 03:48:28,-38.0651,174.8183,73.99,59,30,5.01
287,Veraval,IN,2021-01-10 03:48:28,20.9,70.3667,74.32,56,13,10.98
288,Aketi,CD,2021-01-10 03:48:29,2.7388,23.7833,69.1,80,93,0.92
289,Behbahan,IR,2021-01-10 03:48:29,30.5959,50.2417,32.0,74,0,1.23
290,Kabalo,CD,2021-01-10 03:48:29,-6.05,26.9167,66.38,97,100,1.63
291,Labuhan,ID,2021-01-10 03:48:29,-6.8844,112.2051,83.98,76,100,3.6
292,Maceio,BR,2021-01-10 03:48:25,-9.6658,-35.7353,75.2,88,0,3.44
293,Caxito,AO,2021-01-10 03:48:30,-8.5785,13.6643,73.4,94,40,3.44
294,Lethem,GY,2021-01-10 03:48:30,3.3803,-59.7968,75.81,84,97,8.68
295,Cockburn Town,TC,2021-01-10 03:47:27,21.4612,-71.1419,77.81,77,100,8.95
296,Lefka,CY,2021-01-10 03:48:31,35.1106,32.8506,53.6,71,0,8.05
297,Koson,UZ,2021-01-10 03:48:31,39.0375,65.585,19.4,79,0,6.91
298,Korla,CN,2021-01-10 03:48:31,41.7597,86.1469,18.55,81,0,2.98
299,Kitob,UZ,2021-01-10 03:48:31,39.0843,66.8332,21.2,68,0,4.61
300,Henderson,US,2021-01-10 03:48:32,36.0397,-114.9819,51.8,35,1,14.97
301,Pagudpud,PH,2021-01-10 03:44:17,18.5616,120.7868,82.4,47,20,8.05
302,San Patricio,US,2021-01-10 03:48:32,28.017,-97.5169,55.4,76,90,14.97
303,Abomsa,ET,2021-01-10 03:48:32,9.9833,39.9833,58.46,70,0,2.59
304,Port Hardy,CA,2021-01-10 03:45:09,50.6996,-127.4199,42.8,93,90,34.52
305,Vallenar,CL,2021-01-10 03:44:05,-28.5708,-70.7581,61.09,60,0,0.94
306,Seymchan,RU,2021-01-10 03:45:32,62.8833,152.4333,-23.91,84,95,0.09
307,Mamou,GN,2021-01-10 03:48:33,10.5,-12.0,65.28,70,0,2.66
308,Borgo San Lorenzo,IT,2021-01-10 03:48:33,43.9553,11.3835,42.8,56,90,8.05
309,Talbahat,IN,2021-01-10 03:48:34,25.05,78.4333,69.04,68,0,4.94
310,Waipawa,NZ,2021-01-10 03:45:59,-41.4122,175.5153,69.01,73,78,25.32
311,Temecula,US,2021-01-10 03:45:52,33.4936,-117.1484,62.6,19,1,3.44
312,Sambava,MG,2021-01-10 03:48:34,-14.2667,50.1667,77.95,78,0,5.23
313,Nome,US,2021-01-10 03:48:35,64.5011,-165.4064,-9.4,70,1,8.05
314,Saint-Joseph,RE,2021-01-10 03:48:35,-21.3667,55.6167,78.8,53,75,3.44
315,Kavaratti,IN,2021-01-10 03:48:35,10.5669,72.642,82.69,74,53,9.46
316,Temir,KZ,2021-01-10 03:48:36,49.1414,57.13,21.81,94,100,12.75
317,Tombouctou,ML,2021-01-10 03:48:36,20.0,-3.0,67.42,36,0,12.19
318,Bubaque,GW,2021-01-10 03:48:36,11.2833,-15.8333,79.86,57,30,15.86
319,South Valley,US,2021-01-10 03:48:36,35.0101,-106.6781,34.0,75,90,5.75
320,Bilma,NE,2021-01-10 03:48:36,18.6853,12.9164,66.92,25,0,8.1
321,Plouzane,FR,2021-01-10 03:45:11,48.3833,-4.6167,35.6,86,0,5.75
322,Gazanjyk,TM,2021-01-10 03:48:37,39.2446,55.5154,36.37,71,88,5.55
323,Husavik,IS,2021-01-10 03:48:37,66.0449,-17.3389,19.4,63,20,4.61
324,Lorengau,PG,2021-01-10 03:48:37,-2.0226,147.2712,86.09,60,100,5.93
325,Lincoln,US,2021-01-10 03:44:23,40.8,-96.667,27.0,86,75,3.44
326,Anadyr,RU,2021-01-10 03:48:38,64.75,177.4833,-31.0,75,31,8.95
327,Hamilton,US,2021-01-10 03:48:38,39.1834,-84.5333,27.0,86,1,0.49
328,Marsh Harbour,BS,2021-01-10 03:48:38,26.5412,-77.0636,64.54,65,40,12.46
329,Ray,IN,2021-01-10 03:43:39,23.6833,85.05,69.8,64,20,4.72
330,Macusani,PE,2021-01-10 03:48:40,-14.0833,-70.4333,35.56,87,100,1.5
331,Celendin,PE,2021-01-10 03:48:40,-6.8703,-78.1517,54.19,84,100,2.1
332,Vardo,NO,2021-01-10 03:44:31,70.3705,31.1107,21.04,94,100,17.09
333,Jalu,LY,2021-01-10 03:48:41,29.0331,21.5482,61.38,43,0,7.47
334,Jawhar,SO,2021-01-10 03:48:41,2.7809,45.5005,71.29,63,0,11.81
335,Hirado,JP,2021-01-10 03:48:41,33.3597,129.5531,42.01,60,75,3.44
336,Nagyrabe,HU,2021-01-10 03:48:41,47.2,21.3333,27.0,100,90,3.44
337,Burnie,AU,2021-01-10 03:48:42,-41.0667,145.9167,71.01,65,41,10.0
338,Arlit,NE,2021-01-10 03:48:42,18.7369,7.3853,65.95,25,0,2.77
339,Cairns,AU,2021-01-10 03:44:41,-16.9167,145.7667,82.99,100,75,2.3
340,Nenjiang,CN,2021-01-10 03:47:06,49.1833,125.2167,1.08,86,76,4.09
341,Preobrazheniye,RU,2021-01-10 03:48:43,42.9019,133.9064,9.52,73,0,6.89
342,Bilibino,RU,2021-01-10 03:48:43,68.0546,166.4372,-27.13,82,42,0.49
343,Urazovo,RU,2021-01-10 03:48:43,50.0836,38.0395,28.92,96,64,12.44
344,High Level,CA,2021-01-10 03:48:43,58.5169,-117.136,17.6,93,1,5.75
345,Houma,US,2021-01-10 03:48:44,29.5958,-90.7195,39.99,87,1,6.82
346,Eenhana,NA,2021-01-10 03:48:44,-17.4667,16.3333,71.6,78,96,3.44
347,Oriximina,BR,2021-01-10 03:48:44,-1.7656,-55.8661,73.56,94,65,5.06
348,Tuatapere,NZ,2021-01-10 03:48:44,-46.1333,167.6833,60.93,64,94,14.23
349,Goianapolis,BR,2021-01-10 03:48:45,-16.5106,-49.0239,69.8,94,0,8.05
350,Birao,CF,2021-01-10 03:44:52,10.2849,22.7882,63.01,28,98,7.81
351,Abu Dhabi,AE,2021-01-10 03:45:39,24.4667,54.3667,55.4,47,0,4.61
352,Roald,NO,2021-01-10 03:48:45,62.5833,6.1333,33.8,80,75,20.71
353,Christchurch,NZ,2021-01-10 03:48:45,-43.5333,172.6333,68.0,72,60,12.66
354,Ust-Kan,RU,2021-01-10 03:48:46,50.9276,84.761,7.11,84,100,8.61
355,Kambove,CD,2021-01-10 03:45:07,-10.8764,26.5969,61.34,98,100,2.68
356,Esso,RU,2021-01-10 03:48:46,55.9333,158.7,9.61,90,100,0.81
357,Tabou,CI,2021-01-10 03:48:46,4.423,-7.3528,77.61,88,1,7.67
358,Sur,OM,2021-01-10 03:44:52,22.5667,59.5289,66.43,38,0,12.88
359,Muisne,EC,2021-01-10 03:48:47,0.6,-80.0333,76.21,85,92,3.56
360,Scharnstein,AT,2021-01-10 03:48:47,47.9044,13.9601,27.0,95,97,1.61
361,Nanortalik,GL,2021-01-10 03:48:47,60.1432,-45.2371,31.17,91,100,5.41
362,Abha,SA,2021-01-10 03:44:34,18.2164,42.5053,46.4,65,0,1.79
363,Hofn,IS,2021-01-10 03:48:48,64.2539,-15.2082,25.63,82,0,10.25
364,Cherskiy,RU,2021-01-10 03:48:48,68.75,161.3,-28.52,84,87,3.62
365,Aranos,NA,2021-01-10 03:48:48,-24.1333,19.1167,73.0,68,100,7.07
366,Riverbank,US,2021-01-10 03:48:48,37.736,-120.9355,44.6,76,1,2.8
367,Constitucion,CL,2021-01-10 03:45:25,-35.3333,-72.4167,51.53,81,44,7.09
368,Chuzhou,CN,2021-01-10 03:45:09,32.3219,118.2978,43.0,25,91,3.0
369,Sangar,RU,2021-01-10 03:48:49,63.9242,127.4739,-35.77,82,100,1.28
370,Rawson,AR,2021-01-10 03:48:49,-43.3002,-65.1023,68.81,30,100,22.84
371,Malihabad,IN,2021-01-10 03:48:49,26.9167,80.7167,60.8,88,20,6.91
372,Chimore,BO,2021-01-10 03:48:50,-16.9833,-65.1333,72.45,94,100,1.54
373,Vung Tau,VN,2021-01-10 03:48:50,10.346,107.0843,78.22,66,14,4.43
374,La Ronge,CA,2021-01-10 03:48:50,55.1001,-105.2842,17.6,86,90,4.61
375,Assiniboia,CA,2021-01-10 03:48:50,49.6334,-105.9845,12.2,85,0,5.75
376,Sarahan,IN,2021-01-10 03:48:51,31.5167,77.8,43.9,41,0,7.31
377,San Pedro De Macoris,DO,2021-01-10 03:48:51,18.4616,-69.2972,77.0,94,75,4.61
378,Siddipet,IN,2021-01-10 03:48:51,18.1,78.85,75.67,50,7,5.97
379,Kalemie,CD,2021-01-10 03:48:52,-5.9475,29.1947,67.21,85,98,4.88
380,Tiksi,RU,2021-01-10 03:48:52,71.6872,128.8694,-21.78,87,100,4.43
381,Kandrian,PG,2021-01-10 03:48:52,-6.2167,149.55,87.96,68,81,3.87
382,Turukhansk,RU,2021-01-10 03:48:52,65.8167,87.9833,-13.14,87,93,5.46
383,Laguna,US,2021-01-10 03:48:53,38.421,-121.4238,46.4,76,1,4.61
384,Fuling,CN,2021-01-10 03:48:53,29.7022,107.3919,45.7,61,92,2.73
385,Aden,YE,2021-01-10 03:43:57,12.7794,45.0367,74.91,72,35,19.73
386,Naze,JP,2021-01-10 03:48:54,28.3667,129.4833,55.4,67,40,11.5
387,Gweru,ZW,2021-01-10 03:48:54,-19.45,29.8167,62.37,98,97,4.41
388,Lima,PE,2021-01-10 03:45:00,-12.0432,-77.0282,71.6,83,20,13.8
389,Padang,ID,2021-01-10 03:48:55,-0.9492,100.3543,82.4,69,40,7.4
390,Honiara,SB,2021-01-10 03:48:55,-9.4333,159.95,86.32,68,83,6.69
391,Lusaka,ZM,2021-01-10 03:48:55,-15.4067,28.2871,64.65,96,100,2.08
392,Marzuq,YE,2021-01-10 03:48:55,14.4,46.4667,50.49,47,11,2.71
393,Jiwani,PK,2021-01-10 03:48:55,25.05,61.7417,57.49,34,0,15.79
394,Ndele,CF,2021-01-10 03:48:56,8.4109,20.6473,67.77,25,89,5.75
395,Codrington,AU,2021-01-10 03:48:29,-38.2667,141.9667,75.51,58,97,11.41
396,Vila Franca Do Campo,PT,2021-01-10 03:45:25,37.7167,-25.4333,51.8,62,75,4.61
397,Solnechnyy,RU,2021-01-10 03:48:56,50.7214,136.6319,-7.46,81,2,4.18
398,Vysokogornyy,RU,2021-01-10 03:48:56,50.1167,139.15,-16.53,83,95,4.68
399,Warrington,GB,2021-01-10 03:48:57,53.3925,-2.5802,35.6,93,90,5.75
400,Skibbereen,IE,2021-01-10 03:48:57,51.55,-9.2667,33.8,75,40,5.75
401,Grindavik,IS,2021-01-10 03:45:30,63.8424,-22.4338,23.0,74,75,9.22
402,Kanakapura,IN,2021-01-10 03:48:57,12.55,77.4167,75.99,88,40,3.44
403,San Andres,CO,2021-01-10 03:45:50,12.5847,-81.7006,80.6,78,40,14.97
404,San Carlos De Bariloche,AR,2021-01-10 03:48:58,-41.1456,-71.3082,50.0,66,75,27.63
405,Kiunga,PG,2021-01-10 03:48:58,-6.1219,141.2906,80.28,88,100,2.26
406,Aripuana,BR,2021-01-10 03:48:58,-9.1667,-60.6333,74.61,91,68,1.41
407,Upington,ZA,2021-01-10 03:48:59,-28.4478,21.2561,73.4,43,0,8.05
408,Pisco,PE,2021-01-10 03:48:59,-13.7,-76.2167,68.0,88,0,8.05
409,San Luis,AR,2021-01-10 03:48:59,-33.295,-66.3356,71.37,55,3,6.8
410,Grass Valley,US,2021-01-10 03:48:59,39.2191,-121.0611,41.0,70,1,3.02
411,Nuuk,GL,2021-01-10 03:48:59,64.1835,-51.7216,26.6,80,90,8.05
412,Show Low,US,2021-01-10 03:44:21,34.2542,-110.0298,28.99,59,1,6.91
413,Kaihua,CN,2021-01-10 03:49:00,23.3687,104.28,42.01,65,100,7.56
414,Zhigansk,RU,2021-01-10 03:44:07,66.7697,123.3711,-28.3,85,100,5.17
415,Fort Nelson,CA,2021-01-10 03:44:45,58.8053,-122.7002,3.2,85,40,2.3
416,Yar-Sale,RU,2021-01-10 03:49:00,66.8333,70.8333,-19.28,88,95,10.45
417,Chama,CH,2021-01-10 03:49:01,47.1821,8.4636,30.2,74,90,4.61
418,Mpanda,TZ,2021-01-10 03:49:01,-6.3655,31.0409,64.4,91,100,2.24
419,Guerrero Negro,MX,2021-01-10 03:49:01,27.9769,-114.0611,58.93,81,0,10.96
420,Alofi,NU,2021-01-10 03:49:02,-19.0595,-169.9187,84.2,70,22,10.36
421,Aklavik,CA,2021-01-10 03:44:08,68.2191,-135.0107,1.4,85,94,1.14
422,Catacocha,EC,2021-01-10 03:49:02,-4.0667,-79.6333,55.62,100,98,3.02
423,Guiren,CN,2021-01-10 03:49:02,33.6697,118.1889,37.13,56,28,5.73
424,Lenggries,DE,2021-01-10 03:49:02,47.6833,11.5667,19.99,92,26,1.34
425,Qingdao,CN,2021-01-10 03:49:03,36.0986,120.3719,33.01,34,0,11.18
426,Mount Gambier,AU,2021-01-10 03:49:03,-37.8333,140.7667,95.0,21,89,6.91
427,Colac,AU,2021-01-10 03:49:03,-38.3333,143.5833,89.01,58,62,2.15
428,Caloundra,AU,2021-01-10 03:49:03,-26.8,153.1333,78.01,78,95,7.0
429,Popondetta,PG,2021-01-10 03:49:03,-8.7537,148.2534,91.8,52,92,3.78
430,Kpandae,GH,2021-01-10 03:49:04,8.4689,-0.0113,80.38,66,0,2.71
431,Caravelas,BR,2021-01-10 03:49:04,-17.7125,-39.2481,76.75,85,3,7.96
432,Chern,RU,2021-01-10 03:49:04,53.4523,36.9145,17.13,97,99,9.86
433,Enshi,CN,2021-01-10 03:49:04,30.3,109.4833,45.99,56,84,0.2
434,Ribeira Brava,PT,2021-01-10 03:49:04,32.65,-17.0667,53.01,89,60,1.99
435,Chapais,CA,2021-01-10 03:45:03,49.7834,-74.8492,15.8,92,90,2.3
436,Hanahan,US,2021-01-10 03:49:05,32.9185,-80.022,44.01,81,1,6.91
437,Okha,RU,2021-01-10 03:49:05,53.5739,142.9478,-12.44,88,80,12.8
438,Tura,IN,2021-01-10 03:49:05,25.5198,90.2201,73.8,41,27,2.91
439,Elmina,GH,2021-01-10 03:49:06,5.0898,-1.348,77.86,89,19,8.3
440,Shagonar,RU,2021-01-10 03:49:06,51.5333,92.8,-18.49,82,100,2.55
441,Rosetta,EG,2021-01-10 03:45:10,31.4044,30.4164,63.48,76,0,5.64
442,Liverpool,GB,2021-01-10 03:49:06,53.4106,-2.9779,37.99,93,90,5.75
443,Jumla,NP,2021-01-10 03:49:07,29.2747,82.1838,52.5,30,70,1.81
444,San Isidro,PE,2021-01-10 03:49:07,-12.1167,-77.05,71.6,83,20,13.8
445,Socorro,US,2021-01-10 03:45:38,31.6546,-106.3033,42.8,52,75,11.5
446,Uvalde,US,2021-01-10 03:49:07,29.3669,-99.767,48.99,61,90,11.5
447,Geraldton,AU,2021-01-10 03:49:07,-28.7667,114.6,80.6,57,75,20.71
448,Dukat,RU,2021-01-10 03:49:08,62.55,155.55,-21.66,84,83,4.07
449,Nyurba,RU,2021-01-10 03:49:08,63.2842,118.3319,-22.92,86,98,5.44
450,Saint-Francois,FR,2021-01-10 03:49:08,46.4154,3.9054,30.2,74,0,11.5
451,Vorukh,TJ,2021-01-10 03:49:08,39.8494,70.5838,28.74,55,0,4.92
452,Saint Anthony,US,2021-01-10 03:49:09,45.0205,-93.218,19.4,93,90,3.44
453,Wageningen,NL,2021-01-10 03:49:09,51.9667,5.6667,33.01,93,36,2.3
454,Palu,ID,2021-01-10 03:49:09,-0.8917,119.8707,89.92,55,31,4.03
455,Anito,PH,2021-01-10 03:49:09,12.4497,125.2886,77.16,91,100,21.12
456,Saint-Georges,GD,2021-01-10 03:49:09,12.0564,-61.7485,80.6,78,20,20.71
457,Gimli,CA,2021-01-10 03:49:10,50.6336,-96.9907,14.0,85,0,3.44
458,Santa Isabel Do Rio Negro,BR,2021-01-10 03:49:10,-0.4139,-65.0192,71.26,98,99,1.23
459,Marang,MY,2021-01-10 03:49:11,5.2056,103.2059,80.6,78,40,9.22
460,Maragogi,BR,2021-01-10 03:44:37,-9.0122,-35.2225,77.11,81,79,8.66
461,At-Bashi,KG,2021-01-10 03:49:11,41.1702,75.8106,0.55,48,0,0.43
462,Yichun,CN,2021-01-10 03:49:12,47.7,128.9,-4.47,83,48,5.26
463,Oktyabrskoye,RU,2021-01-10 03:49:12,43.0645,44.7417,28.4,93,81,8.95
464,Narsaq,GL,2021-01-10 03:44:19,60.9167,-46.05,42.8,39,75,25.32
465,Mahibadhoo,MV,2021-01-10 03:49:13,3.7833,72.9667,81.57,72,100,6.71
466,Lagunas,PE,2021-01-10 03:49:13,-5.2269,-75.6753,73.11,96,90,1.45
467,Eufaula,US,2021-01-10 03:49:13,31.8913,-85.1455,37.99,70,90,4.61
468,Alice Springs,AU,2021-01-10 03:49:13,-23.7,133.8833,91.4,21,40,12.66
469,Skovorodino,RU,2021-01-10 03:49:14,53.9833,123.9167,-1.46,78,79,8.61
470,The Valley,AI,2021-01-10 03:49:14,18.217,-63.0578,77.0,82,93,8.99
471,Shache,CN,2021-01-10 03:44:52,38.4167,77.2406,17.6,80,0,7.9
472,Vanimo,PG,2021-01-10 03:44:22,-2.6741,141.3028,85.19,69,100,4.41
473,Rensvik,NO,2021-01-10 03:49:14,63.1,7.8167,32.0,86,90,11.5
474,Bria,CF,2021-01-10 03:49:15,6.5423,21.9863,63.57,38,84,2.77
475,Farmington,US,2021-01-10 03:49:15,36.7281,-108.2187,30.2,47,1,5.75
476,Ramat Yishay,IL,2021-01-10 03:49:15,32.7006,35.1797,57.99,46,0,1.01
477,Grand Gaube,MU,2021-01-10 03:49:15,-20.0064,57.6608,81.0,80,2,7.0
478,Dunedin,NZ,2021-01-10 03:49:16,-45.8742,170.5036,64.22,60,98,9.28
479,Akdagmadeni,TR,2021-01-10 03:49:02,39.6603,35.8836,41.41,68,100,5.64
480,Ocean City,US,2021-01-10 03:46:56,39.2776,-74.5746,37.99,48,90,11.5
481,Berlevag,NO,2021-01-10 03:49:16,70.8578,29.0864,15.91,93,34,18.68
482,Praya,CV,2021-01-10 03:45:02,14.9215,-23.5087,69.8,78,40,23.02
483,Palatka,US,2021-01-10 03:49:17,29.6486,-81.6376,42.01,74,0,3.8
484,Olinda,BR,2021-01-10 03:49:17,-8.0089,-34.8553,78.8,69,20,4.61
485,Mao,ES,2021-01-10 03:49:18,39.8885,4.2658,50.0,76,0,10.36
486,Kawalu,ID,2021-01-10 03:45:24,-7.3817,108.2082,78.44,83,100,2.06
487,Marienburg,PL,2021-01-10 03:49:18,54.0359,19.0266,32.0,100,98,5.23
488,Mandalgovi,MN,2021-01-10 03:49:18,45.7625,106.2708,2.64,81,100,9.98
489,Plyussa,RU,2021-01-10 03:49:18,58.4308,29.3654,5.11,94,81,2.39
490,Scarborough,GB,2021-01-10 03:49:19,54.2797,-0.4044,37.0,90,100,3.0
491,Lubu,CN,2021-01-10 03:49:19,23.1742,112.2809,51.01,46,100,3.58
492,Antofagasta,CL,2021-01-10 03:45:20,-23.65,-70.4,64.4,82,75,12.66
493,Wattegama,LK,2021-01-10 03:49:19,6.7989,81.4808,78.8,94,75,2.3
494,Pangnirtung,CA,2021-01-10 03:49:20,66.1451,-65.7125,7.38,86,100,0.51
495,Scharding,AT,2021-01-10 03:49:21,48.4529,13.4372,21.99,99,35,1.01
496,Beira,MZ,2021-01-10 03:49:21,-19.8436,34.8389,78.8,94,75,2.3
497,Nelson Bay,AU,2021-01-10 03:49:22,-32.7167,152.15,79.0,65,18,14.97
498,Miragoane,HT,2021-01-10 03:49:22,18.4423,-73.0876,77.77,74,76,4.99
499,Sola,VU,2021-01-10 03:49:22,-13.8833,167.55,86.0,84,75,0.63
500,Havoysund,NO,2021-01-10 03:49:23,70.9963,24.6622,21.2,68,9,21.85
501,Puerto Madryn,AR,2021-01-10 03:49:23,-42.7692,-65.0385,69.04,29,69,26.98
502,Asmara,ER,2021-01-10 03:49:24,15.3333,38.9333,48.27,93,3,1.83
503,Isangel,VU,2021-01-10 03:49:24,-19.55,169.2667,87.8,74,75,5.75
504,Eureka,US,2021-01-10 03:46:13,40.8021,-124.1637,48.99,87,62,1.01
505,Zagreb,HR,2021-01-10 03:49:25,45.8131,15.9775,34.0,86,0,5.44
506,Bonavista,CA,2021-01-10 03:49:25,48.6499,-53.1147,33.01,100,94,4.61
507,Ibra,OM,2021-01-10 03:48:00,22.6906,58.5334,53.85,40,0,6.89
508,Moba,CN,2021-01-10 03:49:25,33.2288,105.0179,24.69,58,80,7.9
509,Winston-Salem,US,2021-01-10 03:49:25,36.0999,-80.2442,33.8,60,1,9.22
510,Sompeta,IN,2021-01-10 03:49:26,18.9333,84.6,80.13,46,44,3.29
511,Muli,MV,2021-01-10 03:49:26,2.9167,73.5667,81.7,75,98,8.12
512,Bonthe,SL,2021-01-10 03:49:26,7.5264,-12.505,78.42,87,3,5.82
513,Ayan,RU,2021-01-10 03:49:27,56.45,138.1667,-6.0,75,100,6.4
514,Madrid,ES,2021-01-10 03:47:32,40.4165,-3.7026,32.0,100,0,4.88
515,Port Hedland,AU,2021-01-10 03:49:27,-20.3167,118.5667,102.2,35,3,10.36
516,Cap Malheureux,MU,2021-01-10 03:49:27,-19.9842,57.6142,81.0,80,0,7.0
517,Bandarbeyla,SO,2021-01-10 03:45:41,9.4942,50.8122,72.91,70,96,23.0
518,Ozernovskiy,RU,2021-01-10 03:49:28,51.5,156.5167,22.98,86,100,20.69
519,Jutai,BR,2021-01-10 03:49:28,-5.1833,-68.9,72.7,95,100,1.63
520,Srednekolymsk,RU,2021-01-10 03:45:59,67.45,153.6833,-30.23,84,91,5.26
521,Sakakah,SA,2021-01-10 03:44:36,29.9697,40.2064,51.8,58,75,4.61
522,Sidi Ali,DZ,2021-01-10 03:49:29,36.0998,0.4206,46.98,72,48,7.99
523,Tutoia,BR,2021-01-10 03:49:29,-2.7619,-42.2744,80.38,77,78,13.29
524,Banda Aceh,ID,2021-01-10 03:49:29,5.5577,95.3222,83.7,71,67,11.25
525,Saint-Gaudens,FR,2021-01-10 03:49:29,43.0833,0.6667,32.0,100,90,2.3
526,Haveli,PK,2021-01-10 03:49:30,30.4502,73.6989,55.51,46,0,4.23
527,Buraydah,SA,2021-01-10 03:49:30,26.326,43.975,50.0,100,20,2.3
528,Haines Junction,CA,2021-01-10 03:49:30,60.7522,-137.5108,19.4,93,100,1.14
529,Sorland,NO,2021-01-10 03:49:32,67.667,12.6934,33.96,90,100,32.97
530,Raudeberg,NO,2021-01-10 03:49:32,61.9875,5.1352,34.0,89,100,20.27
531,Russkaya Polyana,UA,2021-01-10 03:49:33,49.417,31.9201,29.8,93,0,10.18
532,Cascais,PT,2021-01-10 03:45:05,38.6979,-9.4215,43.0,75,0,8.05
533,Jakar,BT,2021-01-10 03:49:33,27.5492,90.7525,50.36,48,73,3.2
534,Sovetskiy,RU,2021-01-10 03:49:34,61.3614,63.5842,-15.81,89,91,4.85
535,Lamar,US,2021-01-10 03:49:34,33.6668,-95.5836,35.6,69,1,6.91
536,Wanning,CN,2021-01-10 03:49:35,18.8003,110.3967,60.96,78,100,11.68
537,Portland,US,2021-01-10 03:48:19,45.5234,-122.6762,44.6,65,90,16.11
538,Manavalakurichi,IN,2021-01-10 03:49:36,8.1333,77.3,86.0,89,75,6.33
539,Ulaangom,MN,2021-01-10 03:45:28,49.9811,92.0667,-27.6,82,73,0.89
540,Maningrida,AU,2021-01-10 03:49:37,-12.0667,134.2667,90.3,60,94,5.3
541,Santa Isabel,BR,2021-01-10 03:49:37,-23.3156,-46.2214,71.6,94,90,2.3
542,Prado,BR,2021-01-10 03:45:53,-17.3411,-39.2208,77.56,86,27,10.27
543,Belle Fourche,US,2021-01-10 03:49:37,44.6714,-103.8522,28.99,100,90,3.44
544,Miri,MY,2021-01-10 03:49:38,4.4148,114.0089,87.8,74,40,5.75
545,Alvaraes,BR,2021-01-10 03:49:38,-3.2208,-64.8042,72.05,97,100,0.27
546,Saldanha,ZA,2021-01-10 03:49:38,-33.0117,17.9442,62.6,88,26,9.22
547,Khash,IR,2021-01-10 03:49:39,28.2211,61.2158,34.99,47,0,5.14
548,Fountain Hills,US,2021-01-10 03:45:53,33.6117,-111.7174,60.8,24,1,11.27
549,Ilhabela,BR,2021-01-10 03:49:39,-23.7781,-45.3581,76.44,87,99,1.43
550,Havelock,US,2021-01-10 03:49:40,34.8791,-76.9013,37.0,93,1,5.91
551,Bay-Khaak,RU,2021-01-10 03:49:40,51.1667,94.5,-16.22,83,81,1.41
552,Quatre Cocos,MU,2021-01-10 03:45:05,-20.2078,57.7625,81.0,83,75,8.05
553,Bogo,PH,2021-01-10 03:46:00,11.0517,124.0055,78.04,87,100,20.24
554,Cochrane,CA,2021-01-10 03:49:41,51.1834,-114.4687,16.0,79,1,4.61
555,Sao Felix Do Xingu,BR,2021-01-10 03:45:21,-6.6447,-51.995,72.16,95,32,2.1
556,Shiyan,CN,2021-01-10 03:49:41,32.6475,110.7781,40.33,48,100,5.86
557,Lakeland Highlands,US,2021-01-10 03:49:41,27.9597,-81.9501,48.0,76,90,5.82
558,College,US,2021-01-10 03:49:42,64.8569,-147.8028,10.4,85,75,2.62
559,Benghazi,LY,2021-01-10 03:49:42,32.1167,20.0667,67.05,48,37,16.55
560,Zabaykalsk,RU,2021-01-10 03:49:42,49.6333,117.3167,0.52,86,63,10.69
561,Luganville,VU,2021-01-10 03:49:43,-15.5333,167.1667,83.79,78,98,4.97
